0.008072054	0.024483563	-0.03262459	0.037029468	-0.080077305	-0.0634717	0.03860362	0.06289262	0.17198312	0.022653524	-0.070900135	-0.058578234	-0.03785309	-0.019352306	-0.05885587	-0.0030887278
-0.030798126	0.044965472	0.006040892	-0.05353945	-0.10669946	-0.105552666	0.026384585	0.039808366	0.17508689	-0.016422791	-0.084219545	-0.0060752705	-0.0027306967	-0.015819661	-0.05860668	0.0037708965
-0.049408212	0.079805486	0.045477137	-0.05953441	-0.120038085	-0.06978159	0.053255334	0.09111193	0.16396621	-0.043886557	-0.024684928	-0.07491486	-0.059930604	-0.0025162268	0.021012139	0.04681704
-0.064042605	0.065331005	0.051469408	0.0008411181	-0.10223368	-0.028587926	0.08668811	0.03565189	0.20846394	-0.05674735	-0.08630723	-0.029125983	0.033588886	-0.012456968	-0.07496063	0.053259503
-0.037977442	0.0548725	0.036473565	-0.04320224	-0.12358816	0.00783739	0.13488422	0.08504345	0.13414092	0.0462715	-0.058628876	-0.03794926	-0.05707209	-0.0755735	-0.049335606	0.015263346
0.008748755	0.056752175	-0.045856155	-0.06953531	-0.08381316	-0.089524955	0.09824939	-0.016257986	0.14377834	0.018394846	-0.093273915	-0.012472735	-0.0005334177	0.006137007	-0.09164331	-0.018690618
-0.0070121707	0.07533715	0.010349417	-0.006562088	-0.09437011	-0.06578106	0.03811441	0.023527434	0.10996686	0.01298345	-0.0898785	-0.056273255	-0.011632578	-0.061266277	0.033368655	-0.02362663
0.0049424316	0.03743432	-0.03157971	-0.02513835	-0.10932007	-0.054359253	0.05253587	0.022556113	0.13473342	-0.03327706	-0.06895638	0.01221054	0.0022565417	-0.030295594	-0.040304188	0.033321954
0.0065147723	0.048658207	0.053069357	0.036244888	-0.034761667	-0.052310567	-0.0059096646	-0.010285984	0.15222251	-0.038117062	-0.03465864	-0.048391853	-0.0037173966	-0.057983454	-0.077382885	0.07776291
-0.061021972	-0.008041994	-0.0017509983	-0.047232293	-0.021886567	-0.037221014	0.013274484	0.07918102	0.13536952	-0.044373512	0.0056803073	-0.09159118	-0.04720762	-0.07689533	-0.033108275	-0.09001763
-0.034235958	0.08294464	-0.079121985	-0.058351602	-0.005128826	-0.06372348	0.0050699934	0.006958137	0.18517889	-0.01867174	0.008920287	-0.071367584	0.024735909	0.013302005	-0.053053316	-0.048416868
-0.008523501	0.12307424	-0.022946417	-0.043137502	-0.05307373	-0.049899705	0.01731482	0.06696901	0.2158494	0.034880914	-0.046486396	-0.038670115	0.03156508	-0.04563135	-0.07791803	-0.08115459
